full_text,compound,polarity
Selain tsunami gempa di Palu dan sekitarnya menimbulkan fenomena alam yakni likuifaksi. https://t.co/nACWIxTk2m,5,positive
@BKNgoid Assalamualaikum.. min bagaimana pelaksanaan cpns di wilayah kami palu sulawesi tengah pasca gempa apakah diundur atau bagaimana? Kami Mohon penjelasanx langsung..,2,positive
I liked a @YouTube video https://t.co/8cOGGEq57y Sebelum Gempa &amp; tsunami terjadi inilah di lakukan masyarakat Palu,3,positive
Korban gempa dan tsunami di Palu dan Donggala selain memerlukan bantuan pangan tapi juga bantuan listrik. #gempa #listrik #palu #kemanusiaan #gempa #tsunami #kemanusiaan #validnews #visitelitisaksama https://t.co/LTqQAPZabe,4,positive
Jangan hanya mengkritik pemerintah Gerindra ada kontribusikah menolong Rakyat yg tertimpa gempa di Palu ?,6,positive
Donasi dr masyarakat umum yg di kumpulan Driver Gojek Bumi Sambernyawa telah di salurkan ke @ACTforHumanity Solo. Semoga bermanfaat kpd saudara kita yg terkena musibah Gempa Bumi dan Tsunami Palu Donggala #Respect https://t.co/V8JF7Dm9im,1,positive
Pasca Gempa Tsunami Jembatan Kuning Kota Palu Roboh / Terputus: https://t.co/kvwNBMzN7S melalui @YouTube,3,positive
Koordinator Posko @pln_123 Peduli Korban Tsunami &amp; Gempa Bumi Palu Suwarno sangat mengapresiasi upaya Pertamina menyuplai BBM untuk kebutuhan operasional personel PLN di lapangan. #PertaminaPeduliSulteng https://t.co/XBRqbljdaE,1,positive
I added a video to a @YouTube playlist https://t.co/qWEMnpWgzb detik detik terjadinya tsunami setelah di guncang gempa #Palu #Donggala,4,positive
I liked a @YouTube video https://t.co/qWEMnpWgzb detik detik terjadinya tsunami setelah di guncang gempa #Palu #Donggala #GampaBumi,4,positive
Alhamdulillah Tak henti2nya bersyukur bbrpa bukti trf perdana Open Jualan pasca gempa transfer mengalir trus #buktitransfer #Amanah #Palubangkit #palukuat #semangatbangkit Rhia Kosmetik Palu IG@Rhiakosmetik99,6,positive
Saya suka video @YouTube https://t.co/qMWAi0fjpT Ini Ceramah Ustadz Abdul Somad [UAS] Sebelum Terjadi Gempa &amp; Tsunami Palu Sulteng,2,positive
Kisah relawan @Dompet_Dhuafa dalam membantu proses evakuasi korban gempa dan tsunami di Palu #PrayForPalu https://t.co/13WUFSfCkB,4,positive
@maspiyuuu @fadlizon Ya Allah sungguh cepat Engkau menunjukan kekuasaan mu... Setelah status FB walo palu di guncang gempa ekyeee tetep pilih pakdhe (Jokowi) Sekarang di Bali. Allahu Akbar.... Puji syukur ya Allah,11,positive
@kucingeksotik @roninkhalid Kok sama ya..kebetulan ya? Dipanggil polres Palu...sebelum hari H ada gempa. Dipanggil Polda Jatim ...sebelum hari H ada gempa jg di Jatim. Bedanya tingkat kerusakan gempa Palu lebih dahsyat dr gempa Jatim kemarin.,16,positive
*AL-QUR'AN SDH BICARA* Likuifaksi atau berubahnya tanah menjadi seperti cair sehingga menenggelamkan benda-benda di atasnya menjadi hal paling menarik di gempa Palu dan Donggala. Menurut pantauan citra satelit ... https://t.co/ZtdVSsWD1C,1,positive
11.2 juta Euro hampir Rp 200 miliar! TERIMAKASIH RAJA BELANDA Willem Alexander dana pemulihan gempa Palu dlm Aksi NASIONAL DAG GIRO 555 #ThankyouNetherland #ThankYouHolland Indonesia jd pembicaraan di Belanda krn Presiden @jokowi kerja keras bersih Belanda sayang dan respek. https://t.co/j2LBZCUxzv,12,positive
@bbppketindan Ide kreatif muncul dan memberikan efek positif untuk bergerak mencari donasi buat korban gempa di Palu dan sekitarnya,7,positive
Polsek Bontoala bersama Koramil Bontoala gerak cepat dengan memberikan bantuan kepada para pengungsi gempa tzunami palu yang berada diwilayah kecamatan bontoala kamis https://t.co/U5is6utl2u,8,positive
@maspiyuuu @fadlizon Bila gempa di Bali (amit2 deh gk ada) nanti nyalahin disana orang2 kafir berkumpul maka diazab Allah di Lombok gempa mayoritas muslim taat salahin TGB dukung Jokowi di Palu gempa ini gara2 dzolim sama ulama. Semua bencana gara2 jokowi dan kafir; apa maunya kayak Suriah?,6,positive
https://t.co/oNwSHY7TYR Bukan sebagae guru Agama yg mendidik Malah membidik..dan tanam kn kebencian Gempa tsunami palu Kok JOKOWI yg disalahkan Goblok guru agama apaan,2,positive
Kampus ITS ITS News Bencana alam gempa bumi yang terjadi di Lombok dan Sulawesi Tengah (Palu Sigi dan Donggala) menarik simpati dari segenap sivitas akademika Institut Teknologi Sepuluh Nopember (ITS) Surabaya. Melalui kemasan acara bertajuk ITS... https://t.co/HiRJEIg53l,2,positive
Peduli Korban Bencana ITS Adakan Penggalangan Dana: Kampus ITS ITS News Bencana alam gempa bumi yang terjadi di Lombok dan Sulawesi Tengah (Palu Sigi dan Donggala) menarik simpati dari segenap sivitas akademika Institut Teknologi Sepuluh Nopember https://t.co/dKHFqA2fRE https://t.co/Gq7PoVpWBr,2,positive
Saya suka video @YouTube https://t.co/DVSKP12MZe Masya Allah! Kedekatan pasha ungu dengan masyarakat palu pasca gempa &amp; tsunami #Palu,6,positive
Pasca-gempa terutama tiga hari pertama Palu berubah jadi panggung anarkisme. Istilah anarkisme tak merujuk pada kekerasan melainkan satu bentuk masyarakat nir-pemerintah. Seorang... https://t.co/Dbz5Kvi6KQ,2,positive
Tiga dekan Unsulbar selamat dari gempa Palu https://t.co/MH9u6pr6je,6,positive
'Tuhan tolong beri petunjuk di mana anak saya': usaha mencari orang tercinta dalam gempa Palu https://t.co/y9p0SRtGq8 https://t.co/Mx8Io2XZ5l,3,positive
Saya suka video @YouTube https://t.co/FKCmFA08FX TELPON NURANI ISTRI..... TERNYATA KORBAN PALU GEMPA TSUNAMI :(,2,positive
Ya Allah swt doakan presiden kami pak @jokowi mengemban amanah untuk segera membantu para korban gempa dan tsunami di Palu Donggala. Amiennn #2019JokowiKyaiMaruf,10,positive
Detik2 Gempa dan Tsunamu Palu Dari Atas Grand Mall Jelas banget Gelombang Tsunaminya https://t.co/1asTaFD1Aj,1,positive
Prajurit TNI Bersihkan Puing-Puing di Sepanjang Jalan Protokol Kota Palu . puspentni Bencana alam gempa bumi dan tsunami berkekuatan 7 4 Skala Richter yang menerjang Provinsi Sulawesi https://t.co/xiZgrM4OOP,2,positive
Alunan merdu Al-Qur'an jd Soundtrack pembuka video pendek @BBCWorld tentang pencarian korban gempa palu #prayforpaludonggala,3,positive
UNDP akan meluncurkan program cash-for-work untuk membersihkan reruntuhan gempa dan tsunami di #Palu Indonesia #PaluBangkit #DRR #DisasterRiskReduction https://t.co/1dHSp2dVXg,2,positive
560 pack rendang UniTutie sudah dimasak dan dikemas rapi dan dikirim melalui laut ke Palu untuk membantu para korban bencana gempa tsunami liquafaksi di Sulawesi Tengah. Terima kasih kepada uni MetiyaPutri ... https://t.co/ozpSl7g1JY,5,positive
#Gempa Mag:3.6 11-Okt-18 20:13:23 WIB Lok:1.04 LS 119.79 BT (Pusat gempa berada di darat 39 km BaratLaut Sigi) Kedlmn:4 Km Dirasakan (MMI) III Palu #BMKG https://t.co/dYfDKPBvIy,6,positive
Hatur nuhun Komuji dan IJTI konser musik dan beramal untuk korban gempa di Palu dan sekitarnya. Bangkit dan terus bangkit. https://t.co/kkAOsZhlYg,2,positive
Dinas Sosial (Dinsos) Kabupaten Mojokerto mengirim bantuan ke korban gempa bumi di Palu dan Donggala Sulawesi Tengah dan Situbondo dan Madura Jawa Timur. Bantuan berupa logistik dan uang tersebut disalurkan melalui Dinsos Provinsi Jawa Timur. https://t.co/xiD4wOwAt3,3,positive
@JIHANalmecca Bukannya jepang udah nawarin diri ya buat ini setelah gempa palu. Gatau deh pemerintahnya nyetujuin engga?,8,positive
Palu belum kelar udah gempa lagi ,4,positive
Bonus song : Persembahan buat Tragedi Bencana gempa bumi di donggala Palu Sulawesi Dareka no tameni #LRSA,5,positive
PETA LOKASI POS LAYANAN KORBAN GEMPA &amp; TSUNAMI SULTENG Paska gempa dan tsunami yang terjadi di Palu Sigi dan Donggala BAZNAS membuka beberapa pos layanan bagi para pengungsi dan https://t.co/0Je0dcWQnw,5,positive
Palu gempa terus,4,positive
Avignam Jagat Samagram. Senja di penghujung September 2018 berujung duka bagi warga Palu dan sekitarnya. Jumat (28/9) pukul 17.02 Wita gempa berkekuatan 7 4 magnitudo disusul tsunami https://t.co/g1MVaepvjF,3,positive
#Gempa Mag:3.6 11-Okt-18 20:13:23 WIB Lok:1.04 LS 119.79 BT (Pusat gempa berada di darat 39 km BaratLaut Sigi) Kedlmn:4 Km Dirasakan (MMI) III Palu #BMKG https://t.co/S5pYxphLlY,6,positive
#Gempa Mag:3.6 11-Okt-18 20:13:23 WIB Lok:1.04 LS 119.79 BT (Pusat gempa berada di darat 39 km BaratLaut Sigi) Kedlmn:4 Km Dirasakan (MMI) III Palu #BMKG https://t.co/Vs86F22Xl3,6,positive
#Gempa Mag:3.6 11/10/2018 20:13:23 (Pusat gempa di darat 39 km BaratLaut Sigi) Kedlmn:4 Km Dirasakan (MMI) III Palu #BMKG,2,positive
Penghitungan penggalangan dana korban gempa palu https://t.co/qCNFD8Kv11,4,positive
@karinapratiwi_ @infoBMKG Gempa lagi? Stay safe ya buat semua yg di Palu,2,positive
#Gempa Mag:3.6 11-Okt-18 20:13:23 WIB Lok:1.04 LS 119.79 BT (Pusat gempa berada di darat 39 km BaratLaut Sigi) Kedlmn:4 Km Dirasakan (MMI) III Palu #BMKG https://t.co/UKbkgws1h6,6,positive
Baru saja ada gempa di Palu malam ini. @infoBMKG,1,positive
@haikal_hassan Gempa Lombok Palu Jatim adlh fenomena alam yg tdk bs dibatalkan oleh kesalehan manusia. Gempa plastik dan buku lah yg disebabkan oleh manusia https://t.co/IK8nS4y0Lo,4,positive
Terima kasih Tim Medis Prabowo-Sandi dgn aktifitas dokter keliling &amp; trauma healing pasca gempa Palu-Donggala-Sigi https://t.co/XovYZJIvlO,4,positive
@PMI_DKI_Jakarta mengantar mahasiswa yg selamat dari gempa dan tsunami di Palu a/n Titien Cantika Nasution menuju kampung halamanya di Aceh @palangmerah #PMISiapBantu https://t.co/piBRimWc0h,2,positive
IBL Fans seluruh hasil penjualan IBL GO-JEK Tournament akan disumbangkan kepada para korban gempa Donggala dan Palu Yuk beli tiketnya dan dukung tim favoritmu sekaligus membantu teman-teman kita di Donggala dan Palu #IBL201819 #IBLGOJEKTournament #UniteforGlory https://t.co/zVLUAnN7wl,4,positive
#Bulog gencarkan operasi pasar untuk bantu warga mendapatkan kebutuhan sehari-hari di beberapa titik di Kota Palu &gt;&gt; https://t.co/hcHdZFrI7G #SebarkanIndonesiaBaik #gempapalu,1,positive
Saya suka video @YouTube https://t.co/hd9Pu6xj2n TELPON NURANI ISTRI..... TERNYATA KORBAN PALU GEMPA TSUNAMI :(,2,positive
Pemkab Solsel Terus Galang Donasi untuk Korban Gempa Palu Ini Nomor Rekeningnya | Pemerintah Kabupaten Solok Selatan melalui Badan Penanggulangan... https://t.co/0p0fOd9hLf,3,positive
-- A Thread -- Halo teman2 twitter selamat malam dan salam hangat untuk kita semua. Apa kabar kalian? Pada kesempatan kali ini saya mau nyampein ke teman2 bahwa saya selamat dalam musibah bencana gempa bumi dan tsunami yg terjadi di Palu 28 September lalu,10,positive
Saya suka video @YouTube https://t.co/iJWA4JVfVW Inilah Kondisi Ponpes Hidayatullah Palu Usai Diguncang Gempa-NET12,2,positive
Saya suka video @YouTube https://t.co/TNmwjeLa7z Kondisi Masjid Terapung Palu Pasca Gempa dan Tsunami - Cumicam 05 Oktober 2018,2,positive
Info Menarik Terbaru Tentang (Mendagri: 99 ASN di Palu Tewas dalam Bencana Gempa dan Tsunami) - https://t.co/GktasYfBIm https://t.co/AOBrAnIIRZ,3,positive
Setelah MUI Taiwan Kirim Bantuan Rp 7 6 M Untuk Korban Gempa Palu Lewat PMI Jakarta | Realitas Mewakili pemerintah Taiwan Kepala Perwakilan Kantor Dagang dan Ekonomi (TETO) John Chen menyerahkan bantuan dana sebesar US$ 500 ribu atau setara dengan Rp 7 6 miliar (kurs dolar... https://t.co/551xA3sAmg,6,positive
@infoBMKG Gempa kira2 10 menit lalu di Palu min tadi sore jg gempa tapi kok @infoBMKG gak ada update berapa kekuatannya? Tolong infokan min!,8,positive
Rapat Koordinasi Penanganan Gempa Palu dengan Kemenkes RI terus berikhtiar memberi senyum saudara kita karena kita saudara... @ Kementerian Kesehatan RI https://t.co/xAuebvatEH,1,positive
Penyaluran Bantuan Korban Gempa dan Tsunami di Palu Donggala dan Sigi. Sulawesi Tengah: https://t.co/3F0aKAGMk8 melalui @YouTube,3,positive
Arcandra sebut pasokan listrik Palu pasca gempa mendekati normal https://t.co/KnXYukIyts,2,positive
Wingi sing kunjungan ning pesantren waktu gempa palu kuwi ogak kampanye... Oh mungkin mung njluk dukungan...,8,positive
Mencekam Terdengar Suara Aneh di Lokasi Terdampak Gempa Palu Ada teriakan minta tolong sering terdengar jelang tengah malam. https://t.co/npCsvpxxH1 https://t.co/npCsvpxxH1,4,positive
Baru sadar ada 1 yg tidak sempat sy selamatkan saat gempa semoga dia baik baik sj. Oh batu tawas ini Keke merindukanmu,2,positive
Alhamdulillah ..d batalkan. Walau sudah d turun kan gempa tapi TDK sedahsyat d Palu lombok https://t.co/UrP7KCYDR9,3,positive
Mencekam Terdengar Suara Aneh di Lokasi Terdampak Gempa Palu Ada teriakan minta tolong sering terdengar jelang tengah malam. https://t.co/SnjwDNAWDf https://t.co/SnjwDNAWDf,4,positive
MASA TANGGAP BENCANA PALU DI PERPANJANG HINGGA 14 HARI KE DEPAN Badan Nasional Penanggulangan Bencana (BNPB) menyampikan masa tanggap darurat penanganan gempa dan tsunami diperpanjang 14 https://t.co/cOcE2PBxsW,5,positive
PENJELASAN ILMIAH GEMPA &amp; TSUNAMI PALU DONGGALA 2018 (Scientific of earthquakes and tsunamis): https://t.co/nQW4IrR8Nr melalui,3,positive
KORINDO Group melalui Yayasan KORINDO menyerahkan bantuan material senilai Rp 7.000.000.000 - (Tujuh Miliar Rupiah) kpd @palangmerah untuk korban gempa &amp; tsunami Palu dan Donggala (11/10). Material yg disumbangkan berbentuk multipleks/plywood sebanyak 112.200 lembar (±1.100 m3) https://t.co/wcQY92p1mN,6,positive
Saya suka video @YouTube https://t.co/iwd8Nl8V67 Wawancara dengan warga gandasuli Brebes tentang gempa di Donggala Palu lucu abisss,6,positive
@null BNPB: Gempa Situbondo Tak Ada Kaitannya dengan Palu Gempa Situbondo terjadi kare https://t.co/4vP0AM7RjO,3,positive
@null BNPB: Gempa Situbondo Tak Ada Kaitannya dengan Palu Gempa Situbondo terjadi kare https://t.co/KggsSVP6sJ,3,positive
@null BNPB: Gempa Situbondo Tak Ada Kaitannya dengan Palu Gempa Situbondo terjadi kare https://t.co/Vsp8UBVPqC,3,positive
@Erna09552476 @enny_endah @SBYudhoyono Miris juga dengan mengatakan gempa di Palu krn penetapan tersangka kepada si Nur tp kenapa saat penetapan tersangka kpd HRS kok gak ada gempa? Apa ini krn level nur lebih tinggi dari HRS? ,7,positive
Dalam beberapa hari ini kami akan lebih banyak kegiatan off air dengan memberikan bantuan langsung untuk korban gempa dan tsunami di palu. Insyaallah besok sajaddahlive goes to palu.Doakan kami agar sampai dan kembali dengan selamat! #sajaddahlivepeduli https://t.co/I6WGtVDvtZ,1,positive
Berikan sumbangan terbaikmu untuk membantu saudara kita korban gempa Palu Donggala Sulawesi Tengah bersama NET Kawan Baik Rumah Zakat dan Dompet Dhuafa melalui Rekening Good People Peduli Sulawesi Tengah di (VA) dengan nomor rekening 777 142 11111 22222. #AyoHijrah https://t.co/Sae2azaXFc,6,positive
#1 Indonesia kembali diuji dengan bencana alam. Setelah Lombok Donggala dan palu kini wilayah timur Jawa dan Maluku diguncang oleh gempa bumi. #KBIPancasila #KomunitasBelaIndonesia #BelaIndonesia #JaringanKBI https://t.co/GwBFlj4jTe,2,positive
Sebagai wujud kepedulian kepada para korban gempa dan tsunami Palu Partai Perindo Sulteng membagikan sejumlah bantuan. https://t.co/jGthl3lYK8 | Ketum Partai Perindo @Hary_Tanoe #PerindoisMe #PartaiPerindoMenang,6,positive
Sebagai wujud kepedulian kepada para korban gempa dan tsunami Palu Partai Perindo Sulteng membagikan sejumlah bantuan. https://t.co/W6Yrtk18Ac | Ketum Partai Perindo @Hary_Tanoe #PerindoisMe #PartaiPerindoMenang,6,positive
Sebagai wujud kepedulian kepada para korban gempa dan tsunami Palu Partai Perindo Sulteng membagikan sejumlah bantuan. https://t.co/KeCbct8W5o | Ketum Partai Perindo @Hary_Tanoe #PerindoisMe #PartaiPerindoMenang,6,positive
 Mana mama godeku? : Kisah Fiona balita penyintas gempa Palu https://t.co/e4xVrvhDax,8,positive
Doa bintang Manchester City bagi bocah penyintas gempa Palu https://t.co/F4VpXJK4i9,2,positive
DONGGALA PALU KONDISI PASCA GEMPA: https://t.co/ld24qlGHeN melalui @YouTube,3,positive
FAKTA GURU Nelty yang diadukan karena diduga mendoktrin murid di SMA 87. Aduannya menyebutkan para murid dikumpulkan Nelty di masjid dan ditunjukkan video gempa di Palu Sulawesi Tengah. Pengadu bilang korban gempa adalah salah pak Jokowi. Helllooooow https://t.co/Y3IIOdPSfW,3,positive
Hitung efek gempa Palu terhadap bisnis KPR BTN siapkan strategi restrukturisasi https://t.co/NqUJHWBv9V #KPR,10,positive
Hitung efek gempa Palu terhadap bisnis KPR BTN siapkan strategi restrukturisasi https://t.co/Zo0lFoq3V3 #KPR,10,positive
https://t.co/sZmuJy9W2n sehari sebelum gempa di Palu https://t.co/sZmuJy9W2n,4,positive
*Ternyata Likuifaksi Sudah Disebut di dalam al Quran* . Likuifaksi atau berubahnya tanah menjadi seperti cair sehingga menenggelamkan benda-benda di atasnya menjadi hal paling menarik di gempa Palu dan Donggala.... https://t.co/tbxGO3XXmx,5,positive
Proses pencarian dan evakuasi korban gempa bumi dan tsunami di sejumlah daerah di Provinsi Sulawesi Tengah (Sulteng) akan diakhir Kamis sore ini (11/10/2018). Evakuasi tersebut baik untuk di Kabupaten Donggala Kabupaten Sigi Kabupaten Parigi Moutong dan di Kota Palu. #Sulteng https://t.co/tydjGYlDQK,2,positive
Baru nengok Twitter lagi pasca gempa palu ,1,positive
Galang Bantuan Untuk Korban Bencana Alam Gempa &amp; Tsunami Palu dan Donggala Sulawesi Tengah Donasi: - Uang - Barang kebutuhan pokok harian . Transfer https://t.co/EQRZ0o49z3,4,positive
Evakuasi palu berakhir.... disambung di madura. Benar kan sambung menyambung sesuai prediksi di pulau jawa. Gempa belum berakhir....,2,positive
Fitri menuturkan Setelah mengetahui info tsunami dan gempa di Palu yang dahsyat sekali kejadiannya kami langsung menginisiasi adanya pengumpulan bantuan pada bisnis area kami di Bandung.,1,positive
Dua pekan usai gempa di Kota Palu aktivitas penerbangan di Bandara Mutiara Sis Al Jufri mulai lancar. #Liputan6SCTV https://t.co/s0lPj8oxxi,6,positive
Galang Bantuan Untuk Korban Bencana Alam Gempa &amp; Tsunami Palu dan Donggala Sulawesi Tengah Donasi: - Uang - Barang kebutuhan pokok harian . Transfer Donasi: BCA No.Rekening: https://t.co/m41QVtk1ou,4,positive
Begitu dahsyatnya gempa di palu saatnya menjauhi #syirik #musik #zina #lgbt https://t.co/UIqRgKrRlO,4,positive
Donggala - Palu pasca Gempa - tsunami: https://t.co/2t9zDUkkZI melalui @YouTube,3,positive
Ikan2 di akuarium rumah di Bali sembunyi ketakutan beberapa hari sebelum gempa Palu dan gempa Jawa Timur @Jogja_Uncover,7,positive
Dua minggu pasca-gempa yang melanda Donggala dan tsunami di Palu Sulawesi Tengah Telkomsel telah berhasil melakukan pemulihan 90 persen site BTS layanan seluler. Kini cakupan layanan suara Telkomsel diklaim mencapai 94 persen dan internet 90 persen.,9,positive
Siang ini dapat kabar wilayah Cilacap terjadi gempa dan gelombang air sudah mencapai 4 Meter. apakah akhir zaman sudah semakin dekat? setelah sebelumnya palu bali NTT Madura dan sekitarnya sudah terlebih dulu terkena gempa #LetsPray,14,positive
